geno	ID	STC_19	DTP_19	EH_19	PH_19	FLH_19	TE_19	TIL_19	LA_19	EL_19	EW_19	KRN_19	GER_19	NEL_19	SL_19	GER_21	LA_21	EH_21	FLH_21	PH_21	TIL_21	TBN_21	DTP_21	AC_21	DTS_21	SC_21	ASI_21	TE_21	TPF_21	SL_21	EL_21	EW_21	COV_21	SOL_21	TP_21	CUR_21	PH_22	FLH_22	EH_22	LA_22	NES_22	TIL_22	TBN_22	EL_22	SL_22	EW_22	COV_22	SOL_22	TP_22	CUR_22	TPF_22	STC_22	DTP_22	AC_22	DTS_22	SC_22	HP_22	TE_22	Carb_Starch.BLUP	Carb_Total.Polysaccharides.BLUP	Carb_WSP.BLUP	Carb_Glucose.BLUP	Carb_Fructose.BLUP	Carb_Sucrose.BLUP	Carb_Total.Sugar.BLUP	Vol_beta_pinene	Vol_β_Myrcene	Vol_beta_ocimene	Vol_linalool	Vol_DMNT	Vol_benzyl_acetate	Vol_methyl_salicylate	Vol_Phenethyl_acetate	Vol_Indole	Vol_methyl_antranilate	Vol_cyclosativene	Vol_epi_sesquithujene	Vol_β_trans_Caryophyllene	Vol_trans_α_Bergamotene	Vol_β_Farnesene	Vol_Humulene	Vol_Germacrene_D	Vol_β_Bisabolene	Vol_β_Cadinene	Vol_γ_Cadinene	Vol_Cadina_diene	Vol_trans_Nerolidol	Vol_TMTT	Vol_Caryophyllene_epoxide	pg21_BLUE	pg28_BLUE	ww21_BLUE	ww28_BLUE	adjpg21_BLUE	adjpg28_BLUE	spg21_BLUE	spg28_BLUE	sww21_BLUE	sww28_BLUE	sadjpg21_BLUE	sadjpg28_BLUE
Wh16003	Wh16003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.63953753	45.63260447	14.70361183	62.42137561	82.98280254	1.061107791	1.400424297	62.62513277	-0.016918497	61.72251397	-0.01792552	0.866901135	20.97174579	0.880480762	4.637084184	11.95136409	3.347949931	0.848964746	0.947796432	87.72507785	16.4313442	91.02426028	69.80845806	16.59296943	53.79040992	1.59275941	1.349088069	2.536902177	10.96925726	5.995287597	3.442130787	0.855687014	0.951996736	74.01444807	13.52974801	0.892629112	56.77518751	57.11175012	-0.011218562	57.80806853	-0.001403415	2.307798558	21.61311378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wh16008	Wh16008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.417278224	85.69444202	14.84845722	54.97843237	70.16905078	0.450376112	-1.106796625	70.31784837	0.004548451	70.16519392	-0.029999825	0.162250615	14.96114026	0.855764404	5.116005073	11.0023687	3.598730491	0.780442222	0.930995055	111.3212973	16.57181404	74.67960143	56.24035183	18.20949945	58.73691334	1.259426474	0.551675576	1.373558111	10.37995191	5.888095233	3.478637531	0.78356505	0.938904156	85.21001474	13.23308983	0.958048461	38.48981146	58.38350965	-0.004500029	58.31516025	0.002403355	0.187556976	18.73351099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wh16012	Wh16012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.912628891	46.99973327	22.7191525	113.453801	145.8245877	0.960901179	7.760486901	77.19747891	-1.38E-07	79.26541501	0.004664653	-2.017897889	32.07830237	NA	NA	NA	NA	NA	NA	NA	NA	112.0392187	77.94012233	19.54440982	49.16516896	1.014141534	0.090615156	4.545112039	10.76176802	8.406224724	2.976487269	0.798517096	0.920849986	85.02737104	15.43481764	0.830624416	26.28295912	66.56107031	-0.009000189	66.17112441	0.004800757	2.593805244	34.18817716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wh16015B	Wh16015B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.650149171	61.60380874	14.09297145	81.34263022	108.2668678	1.01311742	6.379545153	66.37377306	-0.027651627	64.02173566	-0.017833113	2.262243942	27.27859497	0.989678545	4.606915075	6.593108288	3.499177285	0.861411195	0.964314919	104.2103434	12.19884586	76.03591369	56.27216699	11.27407779	48.60347569	1.259423487	0.736732163	0.19262573	9.371396003	9.806107782	3.957008619	0.822689889	0.941057963	99.11445304	15.04385686	0.92934395	33.43674928	58.58987691	-0.011218814	58.16466758	-0.001404998	2.288770597	20.03296582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wh16042	Wh16042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.1005865	50.02167097	10.68128234	47.92761369	66.7548461	0.783334857	3.098068139	65.54102229	-0.016918432	65.29048646	-0.024447502	0.200374456	18.54913796	0.943151517	8.785954162	14.66352119	3.131021059	0.801258932	0.915310267	76.82197405	9.822451603	65.01461751	47.48610688	11.9527744	47.32197731	1.249997708	-0.223302451	4.433200704	11.35384349	9.304932177	2.975526593	0.754019392	0.869679928	48.89510213	11.48475212	0.827878836	15.69367	58.0459283	-1.04E-07	61.07086516	4.68E-06	1.945053564	17.96987995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wh16044	Wh16044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.968267388	40.70729819	5.91413304	42.82799409	69.55021258	-0.003287441	-1.010937598	69.19307936	-0.055304004	69.7910698	-0.0422913	-0.548557082	25.88750701	0.945481989	3.489990377	6.358146432	2.065318463	0.832107933	0.919948249	53.11326287	13.88133644	180.613046	142.9761476	53.08227697	59.20194277	2.009425942	1.429677225	10.76221287	16.81576526	7.733794587	2.550153054	0.819001431	0.860046981	39.75556669	13.94370289	0.943318975	69.18973038	62.1556596	0.322114691	62.70124187	1.331926255	0.301125115	37.97064127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wh17027A	Wh17027A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.252337649	30.200428	8.85240295	81.72031119	115.6625483	1.947496277	12.1423996	66.72555252	0.974622697	67.40420083	0.969333335	-0.70380902	25.43288614	0.837328659	9.231817675	13.22830842	3.554913963	0.836314247	0.953059497	109.6659737	13.47832826	95.77103021	66.59663316	2.441355378	34.79200439	0.967504568	1.023014738	2.581044371	8.55932444	6.945050793	3.145919314	0.826995795	0.939590379	83.71608447	12.19446846	0.951803539	18.18100432	66.178948	-0.01232763	70.71604512	-0.004508149	2.68609607	29.88436424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wh17031R	Wh17031R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.37849296	43.91179935	14.85849942	76.7888067	102.2930145	0.090440162	8.640714372	64.94026218	-0.016918446	62.79234211	-0.024931717	2.195053215	25.20502237	0.883999129	4.245753444	12.60104815	3.290157963	0.797646156	0.934031516	87.28038636	14.38617305	110.8883442	89.06273335	17.91640259	43.2029487	1.092761889	0.03983973	9.359321633	11.48580926	5.847447166	2.972520529	0.80228335	0.929338392	66.34661158	9.941300568	0.914079519	52.10678282	62.00934049	-0.01121856	61.95276637	-0.00140703	0.398285384	22.360486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wh17048V	Wh17048V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.431683783	64.20058837	7.278999698	85.72031119	69.64590124	1.441770067	0.770876555	76.67689125	-0.025377429	72.87623358	-0.029714173	3.761892423	32.43288614	0.950832444	3.487792297	3.512584345	1.394516934	0.80270022	0.921267694	12.17647973	9.297040613	56.73769746	35.59542265	13.84090144	32.99896315	1.014139146	0.778083903	4.828401053	8.260262381	7.342781098	3.15765582	0.664435484	0.874854254	62.23506136	18.30797768	0.913189068	32.00262806	63.00495315	-0.011218528	63.47559289	-0.001406424	2.340169863	21.2973204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wh17070V	Wh17070V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.223786148	51.10341124	18.29643139	98.23031718	129.4193173	0.467231722	4.801927198	59.48421343	-0.055303496	58.89505868	-0.019279675	0.476745707	31.1135547	0.953643248	12.08899015	9.007787332	2.412234386	0.825727859	0.916487808	51.91648136	13.02633138	125.6774813	88.01860208	17.04950694	48.53930371	1.481649785	0.051896318	4.558551938	10.90641285	9.774647409	3.769019898	0.837892974	0.95385223	96.81284796	11.83115034	0.825150115	38.89411999	58.05603081	-0.011218749	59.78617708	-0.00140883	2.693817526	37.62449884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wh9261	Wh9261	9.995607267	50.47326366	13.61740834	111.2318288	74.72032316	36.32952721	2.132031242	37.88118423	132.7459424	31.47331534	11.91952026	76.93996269	3.210884159	35.11078401	10.3148196	41.13308763	13.84941218	68.52979148	81.36135742	1.50531966	2.011778342	57.94276289	-0.016918404	56.47164801	-0.027017137	1.510264165	31.39529308	0.94499655	5.173978196	13.13162385	3.169474872	0.83951843	0.94505978	87.78816717	11.6386558	90.90044402	63.13861671	10.92187621	41.83322085	1.620537721	0.861252159	2.728857346	11.52956745	4.245552221	2.869327308	0.832779895	0.935672216	54.18530643	9.352010706	0.960771507	44.41289377	53.03337011	-0.011218697	52.88696931	-0.001408473	1.673293439	28.04929236	16.09071381	16.17949471	2.618195936	5.435568932	6.116823784	16.48875941	27.03340545	567823	107319	42980	1544885	4791121	44376	19114	12414	10788257	187288	395909	46405	2231378	599722	1598581	399148	238220	41878	25346	124858	209794	49367	596774	58774	8.025386341	24.74998984	73.73302083	58.80005809	32.19209149	60.07280389	NA	NA	NA	NA	NA	NA
Wh93006	Wh93006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.492529931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	119.5695703	83.21024314	21.50879584	49.0016242	1.509934852	0.836574874	2.475597903	12.10597079	10.90922649	3.567143337	0.840851653	0.953099018	86.56053914	8.8331523	0.937868914	17.26980937	60.50718916	-0.004499903	60.90432562	0.002402305	1.764849275	36.76678022	13.13238597	17.154486	3.037053428	6.009967077	6.37740251	21.40992307	35.72179087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wh93016	Wh93016	0.906475695	63.47326366	41.61740834	162.2318288	132.7203232	29.32952721	1.111606205	32.99346972	107.7459424	36.47331534	15.91952026	7.471232489	-0.217963961	33.99998456	-0.363859379	54.20802114	43.78202898	108.4417539	139.2631543	4.002264484	8.602892839	60.03913014	-0.055303451	57.57949349	-0.029997637	2.471162965	30.76142325	0.935158112	3.83073627	13.6830793	3.887470523	0.827544196	0.945696544	143.1371932	11.46036293	110.9390034	82.11272368	17.01707618	41.95172104	1.009428177	0.357302918	3.493180361	6.659097875	5.420311494	2.849171044	0.832549931	0.936729656	79.62660213	13.33426122	0.883448019	45.23182793	68.63091876	-0.011218634	69.1515755	-0.001405171	1.768447692	28.99843838	16.79297158	16.68654842	2.15017488	6.924044297	6.20128525	18.47716693	35.07178987	10423	13663	9926	185909	1039898	9188	112	143316	2085347	3793	33160	2106	81269	107067	406313	13210	3325	5186	2752	63488	42898	10447	108985	1398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wh93017	Wh93017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.18888372	36.97085719	11.0599158	63.50657588	91.10670319	0.506790977	3.802941693	61.19867307	0.002274493	62.20496307	-0.009426296	-0.961873811	27.57132309	0.898506546	4.860644453	11.09382887	3.574452436	0.858953947	0.959956415	103.9303176	14.0750977	85.6168518	56.51302317	9.953658409	48.20752343	1.34276548	1.014403743	3.045120175	11.38444715	3.560308562	3.276081413	0.843727565	0.935048077	79.13183808	14.87512038	0.97025399	24.46789946	60.0422393	-0.011218667	59.92972018	-0.001407132	3.395658405	28.58573013	15.6828116	13.98371161	2.871258556	6.534741773	6.382481807	21.39403885	35.02707293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wh94053	Wh94053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.08413541	38.29969733	14.55461751	72.74060314	99.47072274	0.83242912	4.467981221	57.946056	-0.016918009	57.67101531	-0.014356008	0.205191977	27.14569188	0.935380028	3.867926209	10.91931044	3.415441926	0.800355288	0.943099549	96.14288793	17.70662758	91.06595931	62.5544553	11.65181435	40.89161243	1.676093585	0.527184753	2.881210692	10.38623491	3.604723603	3.22020149	0.814457954	0.944367499	83.75493125	14.01313791	0.975580104	64.16123685	57.04734607	-0.011218601	57.35397024	-0.001403316	2.349308691	28.555165	13.68569232	18.51289066	1.678727876	5.63618903	6.452292839	20.8784616	30.33132572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wh95016a	Wh95016a	6.981644733	55.50792941	14.8676913	99.33713345	70.14954227	28.99556458	0.447682968	32.03685761	117.7227909	32.09777683	12.55553663	53.74682989	3.44341303	32.23577506	20.47587755	40.21627254	11.03170791	61.27790975	88.50531415	0.14251498	1.938947907	63.49917423	-0.016918268	62.96172186	-0.024156532	0.535422328	27.18706256	0.885131072	5.1666149	12.96945238	3.519687795	0.828626416	0.940760186	102.1309214	12.32398842	69.15497086	41.32545547	31.00388997	39.63133015	1.426096396	0.828920223	2.95859599	10.55602964	5.162315885	3.255702016	0.817925942	0.911242724	73.53082808	19.56398516	0.913540153	43.38459725	57.30598063	-0.011218584	57.63179868	-0.001408109	1.514682453	27.79618959	15.14686313	15.62064692	3.142575449	6.658830481	6.168910137	17.27164406	26.29957677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.59090227	35.72669996	76.73598373	46.05250769	44.64525507	70.36843094	NA	NA	NA	NA	NA	NA
Wh96011	Wh96011	8.85844739	59.33434264	20.21996059	113.6698367	84.27434354	28.26166111	0.063783989	35.15085577	93.28259379	31.97061651	15.06489768	34.74070947	NA	NA	-1.266598188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.62347384	30.69244308	5.704729257	34.78197628	1.343264773	0.322837723	-1.721595838	5.570186085	3.868685093	2.594070585	0.858983326	0.936539521	56.63248168	17.40906918	0.921285401	41.70211516	62.06857102	-0.024655841	68.79421135	-0.002107149	0.790941826	14.25462173	11.71154107	12.9814388	2.835442004	6.152988593	6.780238004	20.08550546	33.30764736	34907.5	11853.5	14279.5	132605	30217.5	6675	90028	2459	1425406.5	9165.5	98459	7106	29545.5	397946.5	1252129	24579	11262	125141.5	12119.5	21490	27920	95595.5	318470	1389.5	-0.16903867	39.84000109	77.63375085	66.50002407	1.055423965	118.9253848	NA	NA	NA	NA	NA	NA
Wh96015	Wh96015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.1094738	42.10494393	30.07206087	86.99362914	117.5676571	1.711487374	8.702674441	59.17676981	-0.016918334	59.22822226	-0.015596635	-0.113883196	30.60552672	0.868691626	7.53184374	13.51299242	3.923105731	0.83286897	0.951454259	116.6503199	17.96008323	137.6546707	103.7098141	34.59110237	51.26622407	1.814983644	0.036303916	11.31105584	12.19052196	7.427549746	3.537402429	0.810633146	0.908326749	81.164153	20.0049069	0.92136098	47.87947179	64.56893899	0.655448033	67.09266149	-0.001406597	0.820878663	33.51263885	15.89252072	14.89989695	2.133887826	5.834811356	6.465677957	20.28614175	37.94284223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wh96034	Wh96034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.497497711	2.465528814	66.23578097	42.53325073	50.96649531	22.31597485	81.03202849	115.1957161	1.01219353	3.825681868	56.77564371	-0.016918516	54.77742915	-0.022321376	1.869739627	33.91767963	0.949107075	4.123441955	11.83265607	3.034742688	0.851315659	0.944394015	73.00232261	13.78770581	107.6388935	74.29086198	9.593543128	54.82511216	1.592762377	1.567397633	1.827627397	9.545989558	2.982221312	2.621056231	0.808029798	0.925789201	76.61372501	13.46110305	0.85615053	59.33333097	57.06710563	-0.011218426	57.6734311	-0.001406955	1.480360671	32.99047214	15.43315305	21.18334875	2.227172315	5.910132488	6.209139453	19.06464742	32.13625371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wh98044	Wh98044	4.00174283	56.76265805	21.6691684	134.7744664	94.12809956	39.42276092	1.337555462	37.71463887	120.8543596	37.98482059	17.49234161	31.12669422	NA	NA	40.22424956	41.46705921	16.15362932	77.63485672	115.8623663	0.76201554	4.199716679	60.21406034	-0.016918242	59.44752109	-0.016290699	0.828739451	38.34011495	0.908992695	7.015575128	13.25637229	3.810818978	0.815765838	0.939956015	112.9009645	14.9228073	114.2096327	79.73431136	17.46087949	37.16790243	1.759427044	0.6013617	5.120850149	12.08875204	11.06914823	3.50960198	0.812946399	0.930522445	77.24158071	9.976989873	0.954851627	27.85749696	58.71849609	-0.011218604	58.27993565	-0.001404414	2.658448353	34.64639361	17.21049385	16.90918413	2.384391597	7.672458481	6.207581291	21.27052396	38.93267287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.17999208	74.91574399	69.89998764	NA	116.877062	NA	NA	NA	NA	NA	NA
Wh98063	Wh98063	3.995607267	61.47326366	16.61740834	97.23182876	72.72032316	24.32952721	2.132031242	47.88118423	NA	NA	NA	15.17123249	3.187706521	76.86078492	55.75649695	43.88358988	17.81245628	81.77324206	106.458485	0.373160113	6.834763518	52.14989904	-0.016918335	50.7001083	-0.025998325	1.49878816	24.29945125	0.945507078	6.593088645	13.46663416	3.307190904	0.813662312	0.935231559	77.65390974	12.07105976	99.82707306	73.20381306	20.11213558	52.38167421	1.759428011	0.521690018	4.884064188	14.19622308	7.852261524	3.42580268	0.809997477	0.929977733	48.38239753	13.60948574	0.905644038	97.86337881	52.47644879	-0.01121869	52.39754071	-0.001406322	1.759194097	26.75620841	16.27250432	16.1122817	2.446436915	5.0973622	6.034130284	17.96315755	29.9814793	780634.3333	128862	124753.6667	1943713.667	6623242.667	195094	1118	2440657	28382734.33	215965.3333	192946	30851	115955	883441.3333	3267319.333	160136.3333	17478.66667	41603.33333	30602	265284.6667	156962.6667	122907.6667	1240509	6726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Whipples_White	Whipples_White	1.117423064	60.13364469	12.23097024	95.28286352	64.64451194	30.89560233	5.365486478	43.6014928	90.97146377	33.55606815	10.01558206	8.151848313	NA	NA	35.67928075	34.30038902	18.12617853	65.77126369	92.83709821	1.737507113	6.546983023	54.42076552	0.649748333	53.48118779	-0.021683515	0.873584297	26.44656849	0.970624339	5.052988055	6.481897294	3.346121802	0.846425929	0.939221885	92.43838848	15.96199179	91.62927057	60.84948466	14.4442575	41.27864756	1.426094718	0.863657525	3.630941142	6.95343795	6.493249149	3.331916247	0.807750806	0.925103655	78.04745522	18.16879114	0.986986424	85.30120397	53.59804476	0.988781294	54.43695521	-0.001408452	2.19666011	31.09586422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Whipples_Yellow	Whipples_Yellow	10.14503827	53.19097346	41.11837622	174.8790961	135.9818556	38.58386072	1.611326934	41.27842197	125.4261254	45.99902467	12.91978553	77.88450863	3.832063083	130.9857765	51.76699546	54.21670786	26.55771397	108.0263452	139.8148964	1.139325895	11.41241134	53.55260682	1.983081742	55.67646992	1.310647036	-2.137939514	32.19460952	0.911722641	9.134354933	13.50973536	3.931363441	0.793684427	0.941424012	99.51692659	23.50307342	132.0215259	91.46253882	21.82937692	49.73656044	1.89831376	1.952093168	9.899671621	13.49539386	9.482436242	3.597045831	0.79191265	0.922109051	79.62882733	14.7564054	0.954878592	59.70209317	54.63013363	1.988781461	58.38395744	0.331927614	3.222975772	40.28183882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85.45119458	85.71669042	64.72766742	61.82755694	193.8628145	217.847408	85.29222021	84.94087039	64.88835788	61.99400571	195.570339	215.322613
Wu00801	Wu00801	2.817344123	66.07890387	26.39635606	153.6228845	117.2840474	36.4219893	3.077482578	54.62830549	122.474118	35.63948551	14.09549119	11.13569105	3.003452103	103.2357769	41.44902163	65.38356307	30.72175449	107.0259283	141.4506825	0.643117873	8.862648441	59.45890473	-0.027651879	63.04870781	-0.02272531	-3.730038578	34.39701369	0.934580714	7.381384216	11.6405469	3.484393376	0.842483451	0.905343408	85.98328575	19.20871137	128.3218437	93.54830418	19.59740723	63.06835304	1.17609715	0.984898912	8.079421417	9.692736295	8.225550618	3.700921874	0.827537918	0.935816017	89.96981169	22.63697189	0.941364594	80.73598998	60.77532324	-0.011218597	64.85232842	-0.001407856	1.885700178	34.78153486	14.70697505	27.96808064	13.16456187	4.764781808	5.157031116	8.654723488	18.82016419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.53739101	164.9116989	71.8991959	61.70249448	275.0375098	297.0427158	77.84381976	164.1360432	71.7588913	61.86892706	279.6406832	291.9933766
Wu00802	Wu00802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.35342634	44.5493972	14.33895449	72.1010568	104.5763625	0.691213481	5.012544637	69.73008429	-0.016918267	70.6657697	-0.018084122	-1.098708098	32.0165015	0.853078473	7.587827089	10.92034302	3.225008433	0.784358484	0.920232077	84.19914341	13.97078698	118.7901435	82.28254085	17.13650288	49.80358349	1.842760516	0.392593102	7.980838005	10.83020501	8.55444225	3.504907224	0.843650721	0.952652187	79.75171279	9.951337796	0.935547639	88.35357313	60.90855982	-0.011218638	62.440059	-0.001405075	2.514804391	36.72928985	12.78699827	29.14517533	16.38486565	3.788730089	4.589780063	9.570580227	14.84011164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wu99811	Wu99811	9.50174283	60.26265805	47.1691684	194.7744664	156.1280996	37.92276092	2.837555462	38.21463887	139.3543596	27.98482059	13.49234161	73.37669422	7.503917462	91.1107725	36.04804428	48.69940344	38.10579813	124.5868161	165.439025	2.009058379	8.857203407	64.35141546	0.64974841	62.25809995	0.646535483	2.1679432	40.88903401	0.899034552	10.99166261	16.0619974	3.879741016	0.835107495	0.943814956	89.150863	16.61415078	165.8455572	122.5031686	32.5060184	42.78176051	1.509428824	1.150593745	4.23067575	14.89218024	7.582518561	3.127525919	0.855260966	0.940858314	60.5881135	14.03246032	0.914946853	62.63157996	62.33043675	-0.011218559	62.09079127	-0.001402844	2.018621599	43.24012725	14.86083531	30.58218893	16.13883942	4.614119616	4.249332106	4.803512005	14.44248956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.18776075	111.571687	73.72809538	54.50256288	365.8632154	247.1273261	96.46564273	110.7957958	73.73512223	54.66899224	362.5500686	244.6024091
Wu99823	Wu99823	2.50174283	65.33434264	19.1691684	122.2744664	89.12809956	32.92276092	0.611326934	59.21463887	115.2825938	38.97061651	16.06489768	19.57669422	3.100734349	68.86078106	8.992151669	61.42907444	14.68449305	68.83257901	102.0522278	2.84980571	2.398094518	66.2217519	0.002274124	65.9411388	-0.009326752	0.101107608	33.62788457	0.909415467	9.463065303	11.82512301	3.327449475	0.828567139	0.935344345	93.46461202	15.45320885	104.124256	71.63110151	21.40639064	54.27995362	1.842762053	0.745984133	3.411684427	11.98415828	8.426471896	3.684185532	0.799830486	0.911456944	96.313819	28.66663714	0.908674527	66.06885657	58.12865879	-0.011218647	58.03610432	-0.001405615	2.032780812	32.21535324	11.17844049	28.3800556	16.89437453	4.208844106	4.683423771	10.43251207	18.79682906	33173	16201	5240	59364	322498	12420	159	740	853470	4528	96677	3876	30645	38270	135874	9968	218829	16357	9552	112622	146909	4053	80550	889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
