geno	ID	STC_19	DTP_19	EH_19	PH_19	FLH_19	TE_19	TIL_19	LA_19	EL_19	EW_19	KRN_19	GER_19	NEL_19	SL_19	GER_21	LA_21	EH_21	FLH_21	PH_21	TIL_21	TBN_21	DTP_21	AC_21	DTS_21	SC_21	ASI_21	TE_21	TPF_21	SL_21	EL_21	EW_21	COV_21	SOL_21	TP_21	CUR_21	PH_22	FLH_22	EH_22	LA_22	NES_22	TIL_22	TBN_22	EL_22	SL_22	EW_22	COV_22	SOL_22	TP_22	CUR_22	TPF_22	STC_22	DTP_22	AC_22	DTS_22	SC_22	HP_22	TE_22	Carb_Starch.BLUP	Carb_Total.Polysaccharides.BLUP	Carb_WSP.BLUP	Carb_Glucose.BLUP	Carb_Fructose.BLUP	Carb_Sucrose.BLUP	Carb_Total.Sugar.BLUP	Vol_beta_pinene	Vol_β_Myrcene	Vol_beta_ocimene	Vol_linalool	Vol_DMNT	Vol_benzyl_acetate	Vol_methyl_salicylate	Vol_Phenethyl_acetate	Vol_Indole	Vol_methyl_antranilate	Vol_cyclosativene	Vol_epi_sesquithujene	Vol_β_trans_Caryophyllene	Vol_trans_α_Bergamotene	Vol_β_Farnesene	Vol_Humulene	Vol_Germacrene_D	Vol_β_Bisabolene	Vol_β_Cadinene	Vol_γ_Cadinene	Vol_Cadina_diene	Vol_trans_Nerolidol	Vol_TMTT	Vol_Caryophyllene_epoxide	pg21_BLUE	pg28_BLUE	ww21_BLUE	ww28_BLUE	adjpg21_BLUE	adjpg28_BLUE	spg21_BLUE	spg28_BLUE	sww21_BLUE	sww28_BLUE	sadjpg21_BLUE	sadjpg28_BLUE
IL7	IL7	9.817344123	62.82346511	66.57275153	191.5759323	154.2937512	37.58231748	1.091181167	53.10575522	103.474118	27.63948551	12.09549119	76.40250229	4.083071198	79.11076806	52.62196908	43.6333024	26.97983341	87.28246197	118.7928326	0.122315024	11.11896694	58.85751186	-0.016918239	58.69082646	-0.021416834	0.193958014	31.63014051	0.938104422	6.90308693	13.8509044	3.412774783	0.828887895	0.957408729	84.62971429	13.79968798	114.4441245	83.88291507	24.84291089	44.89846953	1.592761573	0.303918309	13.25395981	13.10549541	6.076875815	3.365352811	0.844043761	0.947917021	76.90884903	11.82461696	0.968152242	85.33312305	57.09850812	0.655448155	57.02397639	-0.001405817	0.945069551	30.23230972	15.8134369	34.15313696	18.89187721	3.991570943	4.352770256	10.84279525	19.32777984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.92836225	120.7733961	65.91091616	44.00506903	179.7689244	216.4795813	61.99457145	119.2219868	65.77293958	44.33794916	183.045773	211.4302421
IL701e	IL701e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.13122213	57.57750779	46.28882038	124.6406767	159.3572224	1.285442981	12.07002457	60.74358534	0.983081696	60.29451989	0.983713385	0.254237464	34.86191413	0.946326159	9.06430492	15.17955347	3.725991541	0.875967415	0.965080966	80.05197186	16.14348698	142.0942016	111.7956549	41.2799701	59.41033896	2.092762687	0.505622905	12.19999923	14.12123883	9.586946762	3.287352961	0.815776597	0.942116671	75.14817891	10.98883711	0.971049803	59.7979522	58.6911811	0.655448062	58.7950612	0.665265413	1.677207871	30.63344341	15.78413636	30.94052792	14.43091663	4.135851153	4.337119279	7.415285075	15.82318577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IL707a	IL707a	4.617423064	62.63364469	32.23097024	128.2828635	94.64451194	33.89560233	1.365486478	37.1014928	120.4787011	23.38782815	13.11337709	35.10184831	3.19150215	86.11076901	24.6968159	34.26265968	29.85824618	93.7347603	117.8844512	1.287766148	8.136779221	64.09107607	1.316415025	62.39677289	1.320025246	1.555784133	23.81988121	0.845003199	8.394790197	14.99065632	2.635584728	0.847234093	0.920536314	50.72809077	12.74851177	134.7570384	95.33277392	42.05283907	47.66290566	2.176095092	0.706592534	8.458294025	15.34705218	7.328170348	2.353839195	0.801474805	0.842208566	41.75372941	14.0715298	0.966303021	58.79528378	63.35124288	-0.011218691	62.56983633	1.331930111	1.057978315	39.41312495	13.81000647	32.56505493	19.2372183	2.941030398	3.135207948	7.416498918	12.28751322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111.0187588	109.430008	56.32924423	38.40002281	255.3814729	177.6461154	111.6787221	109.4300784	56.36896992	38.40000231	255.2974075	177.6461309
IL713a	IL713a	7.981644733	66.00792941	37.3676913	133.8371334	107.1495423	25.99556458	2.947682968	39.03685761	116.2227909	28.59777683	14.05553663	61.39682989	7.545147909	74.36077218	76.77022984	42.71707106	42.25583947	119.2808974	149.6024148	0.619125938	19.00909704	66.91094444	1.983081771	68.40557452	1.980053401	-1.479403829	30.88768747	0.892582608	8.065942371	13.0587143	3.227873319	0.840679852	0.948086226	90.01687514	11.4220945	124.587396	94.58372974	29.40180884	48.35831434	1.759424898	1.045302075	16.01267654	11.59110684	7.441916733	2.738411268	0.821177016	0.924425752	72.3465296	9.241583111	0.890347672	65.22721514	62.9177629	1.988781235	67.27861093	1.998592504	2.904939917	30.18117137	19.99072903	34.15603722	13.31737485	4.084102732	3.931918452	5.773060191	13.73694831	659579.5	329178.5	69445.5	423022	459845	14702	14210.5	1785	137426	37347	822485	32623.5	1634352.5	664368.5	146234	543396	164466.5	80776.5	105692.5	110394.5	244368.5	10135	31322	90042.5	91.35886063	99.73669889	71.62277471	45.85253677	201.7632074	185.386682	92.07338293	98.96102232	71.62031991	46.01897859	203.8602414	182.8620463
IL729a	IL729a	7.088900786	65.07489567	43.29930941	172.4673925	131.2836906	41.38239298	1.926788187	52.2350256	130.9859384	37.21958816	13.21117212	54.41253913	1.572657869	85.23578294	51.13857238	63.05003683	33.30763534	108.8765303	143.2922774	0.511078407	14.67261353	66.64562924	1.649748161	67.15089455	0.643074703	-0.483910887	34.42338246	0.879591693	9.077665406	13.46154216	2.975778745	0.831273508	0.922499308	84.60476063	11.82645294	121.0053135	86.38440084	39.58114157	36.50547435	2.046631325	0.478127673	10.681607	14.66770905	10.39950962	2.792214843	0.821362919	0.907775843	72.91943148	16.86168067	0.900440778	46.87037321	67.92345249	1.655448012	64.64090438	0.331924696	2.208894426	34.56126909	12.05364903	29.67155729	17.31791438	4.201198884	4.507006249	9.359047446	16.87226496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	123.3734251	204.000005	68.58726243	38.39995339	393.407398	331.1688229	122.9051266	204.0000619	68.50155004	38.39996801	391.6942472	331.1686737
IL731a	IL731a	11.33789576	60.07890387	48.39635606	165.6228845	127.7840474	37.4219893	0.577482578	52.12830549	142.3783559	38.30505101	14.58019443	88.03569105	0.435708842	80.98577965	44.98063358	53.71685693	26.68378464	92.55415093	125.6059724	0.188234459	6.257877789	65.43445606	1.983081832	65.61342326	-0.021195119	-0.151782321	33.27847309	0.94983531	6.914386394	14.40757312	3.756952829	0.831101768	0.949464286	90.75011032	15.91214865	116.3439376	84.98916718	20.89222415	53.70007872	1.259427141	-0.172156246	7.206218931	11.4279711	6.71244526	2.970920523	0.825957699	0.929106408	75.90201258	16.80287853	0.942920254	60.27954582	64.01236579	1.98878154	64.82949609	-0.001407228	1.219009323	31.68506195	3.409245211	24.09214019	22.4448966	5.631771128	5.921250788	16.70590581	28.54019642	31680	580798	291460	1520476	1641487	202775	1504442	5274	1348897	24922	1416518	18440	1865225	895206	1537551	869960	425358	669622	318642	388160	570816	233561	1205063	106496	93.86069951	91.97669144	73.53911935	59.20253704	349.5561448	241.6655307	93.94696179	91.20088357	73.65233978	59.36900396	349.3962184	239.1407734
IL733a	IL733a	6.50174283	65.26265805	45.1691684	169.7744664	129.6280996	39.92276092	1.337555462	53.71463887	147.3543596	36.98482059	14.49234161	50.32669422	1.31841303	57.36077506	58.56205725	63.13305202	32.54750146	109.8537734	144.2066459	0.015382415	11.14229596	67.2207507	1.983081935	65.97656345	1.981849623	1.215738065	34.42409785	0.888115701	6.440188469	14.62537674	3.588818765	0.836273357	0.938666412	71.67155025	18.70778512	147.8472016	108.2978438	31.1024012	50.92190155	1.796637877	-0.079077259	11.14427925	13.67049057	7.425592226	3.339125527	0.809870376	0.9256272	93.10519918	18.29451974	0.917819004	82.36550102	65.4367219	1.988781323	65.73461408	1.998595546	0.19322221	39.45933364	9.799152079	24.01208997	14.66911281	5.400414184	5.653012564	9.72595473	22.19415158	14027	35230.33333	48538.66667	183125.6667	862081	112273	74912.33333	3564.666667	664259	11292	262409	8259	672902	131995.3333	402576	182622.3333	430130	61802.33333	47825.66667	52134	154159.3333	17624	248719.3333	30750.33333	94.08113402	132.6916953	70.07562412	61.45249879	314.5133053	330.5562712	94.71848765	131.915986	70.03759521	61.61893265	317.7495294	328.0316599
IL744a	IL744a	9.00174283	62.76265805	44.1691684	142.7744664	114.1280996	27.92276092	0.837555462	45.21463887	139.3543596	37.98482059	13.49234161	69.52669422	0.301645464	62.97155221	61.24120537	48.80032836	28.6630735	92.20505893	121.1995346	0.112369571	10.53024751	67.24415398	1.983081595	67.90966439	-0.02205628	-0.782279247	28.89767513	0.938990544	6.344663772	12.55465885	3.532488814	0.846282389	0.951115121	93.60965958	17.15684554	115.7023963	89.53316398	36.33299792	48.0087671	1.176096667	-0.069640982	12.23191544	11.03982246	4.980812488	2.849878878	0.852920158	0.941413191	71.01059192	11.99879478	0.943967496	73.31959602	70.88775227	1.988781529	72.41534102	0.331928236	0.06191928	26.08719636	6.148926883	22.57152372	17.14760234	6.118835753	6.308730721	16.27593495	28.85615479	23619	18124	30207	535613	2180555	13219	176	3462	3831483	19040	614564	16611	1085709	394650	1111359	226761	302186	63915	57022	98849	208299	83587	699548	5583	85.35556629	111.4399921	74.63975829	65.49998764	334.4833019	323.0144784	84.88759665	111.4398846	74.61768122	65.49997126	332.7900968	323.0143195
IL747b	IL747b	8.837895756	55.57890387	23.89635606	127.6228845	91.28404739	36.4219893	1.577482578	51.62830549	116.8783559	31.80505101	15.08019443	68.78569105	0.453641659	50.11077997	60.61644481	52.38354772	30.87150902	96.80013749	127.0564198	0.474276712	11.50353347	56.95241462	-0.016918161	57.28669649	-0.01807809	-0.442863681	30.36189184	0.924730285	4.521371417	12.35638948	3.234496393	0.83307027	0.95051478	80.1826587	18.17767706	111.4508381	76.79860939	16.43788374	51.86469759	1.592762982	0.505605742	9.512600124	12.27933017	6.799258859	3.078407075	0.824067026	0.941865836	80.4278182	11.26498098	0.939276755	70.67607802	57.35110807	-0.011218679	57.26091059	-0.001408039	0.598861959	34.54023807	8.241065836	24.24667044	16.81197808	5.588491632	5.936966155	12.39078155	23.04072671	78157.33333	60407.66667	49277.66667	774276	2459500.333	28001.33333	481.6666667	6760.666667	2401132	13812	747402.3333	18956.66667	133214.6667	243168.3333	674393.6667	48584.33333	477633.6667	881522.3333	96469.66667	222549	448540.6667	49210.33333	771348.3333	5736	84.08043768	118.6266914	68.48911935	57.45253704	286.3711466	296.8703465	83.46714445	117.8508836	68.60233978	57.61900396	282.7336523	294.3455892
IL751a	IL751a	7.00174283	61.26265805	21.6691684	176.7744664	135.6280996	40.42276092	3.837555462	44.71463887	166.8543596	30.98482059	12.99234161	54.17669422	7.721061035	175.4857876	52.250197	51.13297516	18.06727494	114.2741283	153.1242679	2.46166464	9.775409556	62.11335264	-0.016918248	64.38534875	-0.020737511	-2.437535128	38.42159283	0.93349087	17.92052128	16.87172298	2.822990252	0.845482675	0.932283685	45.40560547	16.02936979	148.4742039	111.2015805	17.27735092	58.09897539	1.37053999	2.766076353	6.566005768	14.74646693	16.3134166	2.532450853	0.814380681	0.898546495	38.17612166	14.59535014	0.968617266	56.19576485	61.39304728	0.655448245	63.58782155	0.665262737	3.105864637	37.19253484	9.677436758	19.71617199	11.19689796	5.719774753	5.950039331	13.06736221	25.10037124	323579.3333	20415.33333	138905.6667	266056.6667	1758252.333	10876.33333	2589.666667	11032.33333	2318636.667	17081.33333	795888	14910	85532.66667	199704	429446.3333	22806.33333	62854.66667	216911.3333	83060.33333	114034.3333	173632.3333	30826	340690	3666.666667	89.59059926	201.2533818	69.63375085	41.70513811	247.3572364	348.5048362	89.59338925	199.701707	69.7261965	42.03801321	247.6675904	343.455161
IL755a	IL755a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.33620206	61.13300419	42.84465488	121.030382	160.337873	1.170098171	5.253870818	62.53014183	1.316414994	62.06699865	1.979618703	0.509231765	39.01005106	0.904156783	5.205231546	12.60658708	3.909239767	0.863325214	0.966539258	95.07430135	7.889685665	149.0961792	109.6040415	36.67216664	50.5951319	1.592762064	1.343559808	4.950762716	12.16042862	7.454753994	3.426838522	0.842192506	0.945720802	62.31818095	13.67829667	0.927725514	49.9113886	65.99674013	0.655448054	68.60371898	1.665259612	1.707809562	39.51224163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.10791201	89.44998984	72.63875434	59.40255405	295.2711041	211.966813	81.0189812	89.44973161	72.70785245	59.56904388	294.1428873	211.9664753
IL757b	IL757b	8.145491806	66.19168358	29.64050364	137.4887154	99.99359444	36.99633621	2.707755852	23.62319098	155.9714638	33.55606815	16.01558206	62.13783306	4.879840478	101.9857795	68.78850441	26.21742124	45.705297	112.2051643	143.4097789	1.029481083	10.83854479	63.3989226	1.98308179	65.49663055	1.979647464	-2.121224993	30.67054024	0.889222255	6.478573141	15.16424679	3.529523569	0.839645533	0.945809495	88.34329053	13.19861561	137.3324889	104.4231456	29.42389235	38.19652251	2.092758878	1.89194916	11.54685826	13.29972618	8.826252057	2.938781943	0.809524859	0.921263608	66.88410612	13.2628208	0.853469566	73.692873	65.72090668	1.322114766	66.9827294	1.998591623	3.080606702	32.87802709	9.439566834	25.26733381	17.31450339	5.429470457	5.035392375	9.199372241	20.02159893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	105.3826036	115.0766953	74.24920293	58.70254109	408.2067605	282.9099889	105.4280508	114.3009652	74.34902382	58.86898418	409.5267526	280.385333
IL761a	IL761a	4.088900786	60.33434264	17.29930941	132.4673925	88.28369058	43.38239298	1.926788187	57.2350256	NA	NA	NA	15.54070947	4.419849378	71.18221349	56.89404903	53.79955566	26.18790239	99.45213311	136.882637	1.08507294	4.517052776	66.17524811	1.983081484	64.60517496	-0.023812507	1.510842084	37.13692669	0.92970077	4.469957001	12.5828674	3.615127548	0.841833086	0.940048501	91.27494923	15.19897693	131.6586016	78.22963624	63.82271472	53.50833393	1.92609603	3.172302679	7.190196165	13.98074967	6.42026495	3.407604985	0.807611986	0.91940974	63.70498305	22.03180143	0.951584112	19.42150518	61.2041604	0.655447953	64.76955291	-0.001405816	1.176185783	53.43589536	16.91674681	34.74644438	17.66619596	4.454768667	4.257597791	7.729936381	16.09294934	177987.5	99123	112779	3872539.5	3492374	52816.5	154198	1820443.5	10385494	145734	59628	122180	75600.5	2618828	5370451.5	53145	22367.5	80914.5	25829	28176	114700.5	119611	731017	6718.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IL764b	IL764b	2.50174283	59.26265805	42.6691684	140.7744664	108.1280996	32.42276092	2.337555462	46.71463887	131.3543596	29.48482059	13.49234161	19.57669422	0.503454677	61.40244218	35.93424134	53.38320127	40.70924004	105.7324462	138.5884927	0.596763939	12.12477874	63.90093514	1.983081779	65.11878118	1.310562476	-1.160980235	32.71164577	0.94184762	6.190890262	14.04505077	3.195000543	0.849158417	0.950700304	73.68230159	10.07019595	121.9560145	92.12939066	30.51197445	67.48291496	2.176094465	1.010098804	16.02622945	12.39448233	6.341132932	2.872780893	0.81820338	0.926381493	65.6644816	15.29370675	0.913709246	51.62981614	66.02709115	1.988781458	66.59031224	1.665256793	1.577390437	29.68656908	5.354149032	24.28656742	19.49528559	5.835350783	6.081140959	16.70266103	28.55867129	127232	127424	47865	160849	1024953	10231	783	256	161813	15790	426939	17772	1118751	673026	113346	258936	353768	36256	91061	42873	118311	10213	57474	26164	109.8461436	134.0799921	71.7967057	50.09998764	386.9171954	268.6973804	109.1374543	134.0798846	71.82168647	50.09997126	385.9695094	268.6972215
IL765a	IL765a	9.645491806	63.1923937	44.16263107	177.0983346	143.0053333	34.40881169	0.707755852	36.96796	93.97146377	33.55606815	14.01558206	73.68783306	1.415228223	48.22156651	72.05837143	51.38336103	36.68992833	114.084138	159.3004363	0.05404923	7.836313943	64.85768589	1.983081808	64.66245087	1.986133752	0.196496346	45.63406082	0.919999885	4.979604858	9.031235027	3.87069723	0.840217983	0.956581861	103.6634522	19.19317891	151.8618363	107.5032378	32.97300196	46.98313732	1.259433463	0.35892593	6.195505407	8.834835214	5.978863202	3.302853549	0.817265001	0.939515754	91.65454386	13.87972436	0.886306172	70.92689264	66.22583655	1.322114636	65.55315828	1.998590911	0.588932021	43.82730994	7.524280313	26.9887132	20.0932007	6.261680712	6.041596913	13.75170319	25.06197005	14195	242678.5	106730	3482614	7187002.5	414491.5	412910	23559	14295632	293599	142920.5	131564	7573206	83463	192624	1748429.5	138330.5	60368	22845	32587	73909.5	226040	1609948	233493.5	78.039364	84.51000281	73.79754918	55.20001735	295.6592811	188.6384017	77.16780441	84.5100497	73.88947447	55.20001562	292.3302373	188.638534
IL766a	IL766a	4.542254027	64.77407967	29.95835887	153.8496106	117.0020069	36.85596009	0.029409714	36.05810492	131.8659404	31.84645175	13.06534619	34.97625091	4.562706521	120.8607849	42.8249638	42.54964692	23.25226226	102.6513273	140.7942851	0.010972933	6.731203094	67.1429361	1.983081674	67.65035242	-0.023015237	-0.490814237	37.95057243	0.876790515	9.17130779	14.63193301	3.162472263	0.811490233	0.949520518	73.34196787	16.96386566	142.3734225	108.6831866	21.48974138	43.35679765	1.259429479	0.012250147	10.83861586	13.58502353	6.499960601	2.970156916	0.840349892	0.940749535	55.93027419	13.71552685	0.932337156	84.71885001	65.73378182	1.988781496	66.45125588	-0.001404902	0.681040829	34.18042293	7.566856861	24.99273154	18.1000745	5.40122694	6.076272034	16.11404082	27.524271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	109.434502	225.6566949	68.12746517	37.60250804	343.3947929	364.3927932	109.8521529	224.8809713	68.10083421	37.76895391	344.2393217	361.8679841
IL767b	IL767b	6.50174283	62.76265805	29.1691684	135.2744664	92.62809956	41.92276092	1.337555462	35.71463887	133.8543596	36.48482059	14.99234161	50.32669422	0.900271703	52.11076934	53.55161528	40.71619559	30.20116298	87.58036284	132.0473325	0.493093785	8.926805652	65.31922745	1.983081999	63.36489638	1.985436729	1.874268487	45.04872548	0.912964037	8.496022383	13.98959361	3.503598299	0.865257885	0.953776244	77.88168104	19.62142316	137.2713101	98.4002139	28.68615239	50.41773115	1.592760953	0.173093061	11.79891515	13.48660783	7.55186965	3.501479679	0.859420886	0.953087735	75.96714476	12.40371509	0.96380257	81.22345368	62.94389325	1.98878148	62.56372335	1.998595653	1.018886732	39.01353489	8.186257796	19.3470852	10.7533785	7.681782093	7.425138088	15.70313526	32.26128258	22741	7726	11541	36587	370066	28994.5	40517.5	914.5	127642.5	4054.5	112239	2051.5	316993.5	58449	116522	56023.5	111514	42375.5	10982.5	16205	48682.5	5739.5	65053.5	2427	75.08641976	97.46000177	71.83747565	58.09991993	270.0569721	238.2404009	76.63306807	97.46009948	71.69484302	58.09990497	275.9864702	238.2405579
IL772a	IL772a	8.145945343	59.1923937	44.16263107	141.0983346	106.0053333	34.40881169	1.804184769	55.96796	101.9714638	42.55606815	19.01558206	61.7911575	3.585884159	45.98578401	60.6517656	55.29975559	36.91894724	98.89631652	133.5951338	0.715520113	8.631570506	62.82698205	1.983081358	62.67837819	1.980032644	0.180444173	35.35170467	0.940511719	6.576294597	11.186283	4.066767194	0.825342987	0.933434156	123.9599947	27.27743715	126.4966364	90.80341954	29.26299927	54.37681623	1.342759833	1.39204022	3.998858847	9.944199483	6.522231821	3.362238248	0.831208245	0.919906209	81.05038695	18.83629675	0.940396753	56.37920388	64.58964956	1.988781244	67.6233987	1.998594485	2.783758681	36.21477967	11.59829117	26.10031807	14.49542699	5.79533518	6.449086033	13.47726922	24.32398881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.21090227	159.3417	72.98261398	46.80250769	306.4462134	299.8868349	83.53033075	158.5659856	73.13815842	46.96894328	305.3037267	297.3621488
IL773a	IL773a	6.617423064	64.63364469	39.73097024	146.7828635	120.6445119	26.39560233	-0.134513522	37.6014928	109.9859384	25.21958816	14.21117212	50.45184831	0.105637855	45.00000773	56.27534933	49.21703709	24.38617091	96.90104585	127.3265952	0.024021626	9.822998356	69.52030241	1.983082032	67.29978892	1.983756012	2.19977749	24.95675998	0.937689898	4.915977159	12.12819814	3.350999518	0.831665043	0.92555211	77.072265	15.62973923	117.0926052	91.64793587	20.39235626	49.35671149	1.592761548	-0.057463139	13.69262939	11.64446893	5.111557796	3.09099112	0.806064258	0.915578086	58.04928092	13.41956174	0.950745439	50.92837563	62.21535921	1.988781555	63.59656635	1.998593024	0.460438711	25.83881522	11.10261571	19.96406619	8.784126968	6.372471181	5.860171122	4.515931704	17.73126433	124457	35844.33333	141084.3333	471172.6667	3214481.667	57165	262744	580705	2580767.667	74430.66667	226135	26317	2781854	754324	2784119.333	546037.3333	115267.3333	468628.6667	35480.33333	142206	137700	119827	732663	98023	94.65935901	NA	71.53463326	NA	332.0073595	NA	95.02219442	NA	71.66770023	NA	334.1043935	NA
IL776a	IL776a	NA	54.07890387	35.57275153	156.5759323	122.2937512	34.58231748	NA	NA	NA	NA	NA	-0.414308948	NA	NA	17.5899775	41.41160227	36.4383587	92.42007581	129.0701726	2.024885505	8.964250893	68.23613555	1.983081436	68.40722624	-0.022542157	-0.134734785	36.1978721	0.964589102	9.275381298	14.45423437	3.411072576	0.824043383	0.945895617	94.35695788	15.98500611	135.7722859	95.81826985	43.24155349	47.77455959	1.25942682	2.625411255	9.664324638	12.64236375	7.552075793	3.159291541	0.830808092	0.932226366	95.58618314	14.77451155	0.986037391	62.53195863	66.81538758	1.988781514	68.31998146	-0.001404014	1.483067224	39.96026245	8.491627449	22.40662457	14.22889656	7.012162991	6.606336725	11.69573272	25.03351492	20310	87223	130416	1944232	3274527	54689	797793	1877636	1450389	135833	390617	35719	3029067	139620	632621	415132	875583	129473	74418	64652	198266	41857	604766	73569	103.9130458	120.6533919	71.13598373	52.40499257	356.2823021	256.312831	103.8919393	119.1018927	71.40734691	52.73788425	354.0813942	251.2634433
IL777a	IL777a	4.981644733	66.50792941	35.3676913	166.3371334	117.6495423	48.99556458	0.947682968	45.53685761	145.7227909	33.09777683	13.05553663	38.39682989	3.09612458	125.4441051	6.615671702	46.63299664	26.53484232	103.3890545	146.7186221	3.38958861	14.80450391	63.96500632	1.316414985	63.98684302	0.642477462	-0.116941011	43.28922881	0.887285595	10.03557776	15.54685067	2.985333308	0.813443247	0.906269409	51.16267786	21.77613927	69.90285855	27.93307078	0.157866101	52.42878549	1.398314523	1.981769307	6.129135598	13.72797151	6.31147128	2.908816171	0.788423192	0.859769946	74.37092431	19.99811814	0.953912993	55.38908863	64.04180232	-0.01121837	64.94696334	-0.001407322	0.704784143	42.35487977	9.126241744	25.99251046	18.73489037	6.49416121	6.378578761	19.45659328	32.43096145	153164	222025.3333	138150	1463687	1832726.333	31954.33333	602390.6667	662317	1145492.667	17751	298460.3333	11062	105924.6667	134609	650259	27254	353134	137568	43832	58944.33333	194322.6667	61188	645087.6667	4420	81.43120488	133.8516974	70.66676646	47.30250496	276.3605182	255.1785408	80.98487188	133.0759712	70.84841069	47.46894994	273.5955423	252.653913
